id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
1168	yen (2016)	"<table><tr><td>Authors:</td><td>yen, tso-jung; fu, yang-chih; hwang, jing-shiang</td></tr><tr><td>Title:</td><td>alters as species: predicting personal network size from contact diaries</td></tr><tr><td>Source:</td><td>social networks, 45, 78-88</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.12.001	0.8866	-0.3426	12	15	6	0.2014	2016	6	0.2014
1169	koujaku (2016)	"<table><tr><td>Authors:</td><td>koujaku, sadamori; takigawa, ichigaku; kudo, mineichi; imai, hideyuki</td></tr><tr><td>Title:</td><td>dense core model for cohesive subgraph discovery</td></tr><tr><td>Source:</td><td>social networks, 44, 143-152</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.06.003	-0.6276	-0.2189	18	2	6	0.2014	2016	6	0.2014
1170	an (2015c)	"<table><tr><td>Authors:</td><td>an, weihua; doan, long</td></tr><tr><td>Title:</td><td>health surveillance through social networks</td></tr><tr><td>Source:</td><td>social networks, 42, 8-17</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.02.001	0.3771	0.0837	11	8	6	0.1529	2015	6	0.1529
1171	brusco (2015)	"<table><tr><td>Authors:</td><td>brusco, michael; doreian, patrick</td></tr><tr><td>Title:</td><td>a real-coded genetic algorithm for two-mode <i>kl</i>-means partitioning with application to homogeneity blockmodeling</td></tr><tr><td>Source:</td><td>social networks, 41, 26-35</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.11.007	-0.9626	-0.0754	1	11	6	0.1529	2015	6	0.1529
1173	flores (2012)	"<table><tr><td>Authors:</td><td>flores, ramon; koster, maurice; lindner, ines; molina, elisenda</td></tr><tr><td>Title:</td><td>networks and collective action</td></tr><tr><td>Source:</td><td>social networks, 34(4), 570-584</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2012.06.003	-0.0925	-0.1326	25	9	6	0.1091	2012	6	0.1091
1174	hasan (2012)	"<table><tr><td>Authors:</td><td>hasan, sharique</td></tr><tr><td>Title:</td><td>group based trajectories of network formation and dynamics</td></tr><tr><td>Source:</td><td>social networks, 34(4), 506-514</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2012.04.001	-0.1891	0.1348	19	8	6	0.1091	2012	6	0.1091
1175	mathur (2012)	"<table><tr><td>Authors:</td><td>mathur, shobhit; poole, marshall scott; pena-mora, feniosky; hasegawa-johnson, mark; contractor, noshir</td></tr><tr><td>Title:</td><td>detecting interaction links in a collaborating group using manually annotated data</td></tr><tr><td>Source:</td><td>social networks, 34(4), 515-526</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2012.04.002	0.322	0.502	24	1	6	0.1091	2012	6	0.1091
1176	hamberger (2011)	"<table><tr><td>Authors:</td><td>hamberger, klaus</td></tr><tr><td>Title:</td><td>matrimonial circuits in kinship networks: calculation, enumeration and census</td></tr><tr><td>Source:</td><td>social networks, 33(2), 113-128</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.socnet.2010.10.002	-0.3175	0.0499	8	4	6	0.1412	2011	6	0.1412
1177	hendrickx (2009)	"<table><tr><td>Authors:</td><td>hendrickx, ruud; borm, peter; van den brink, rene; owen, guillermo</td></tr><tr><td>Title:</td><td>the <i>vl</i> control measure for symmetric networks</td></tr><tr><td>Source:</td><td>social networks, 31(1), 85-91</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.socnet.2008.10.004	-0.9913	0.6509	20	8	6	0.0614	2009	6	0.0614
1178	van assen (2007)	"<table><tr><td>Authors:</td><td>van assen, m. a. l. m.; van de rijt, arnout</td></tr><tr><td>Title:</td><td>dynamic exchange networks</td></tr><tr><td>Source:</td><td>social networks, 29(2), 266-278</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2006.12.003	-0.6969	0.7118	20	9	6	0.0531	2007	6	0.0531
1179	tutzauer (2006)	"<table><tr><td>Authors:</td><td>tutzauer, frank; chojnacki, margaret k.; hoffmann, pauline w.</td></tr><tr><td>Title:</td><td>network structure, strategy evolution, and the game of chicken</td></tr><tr><td>Source:</td><td>social networks, 28(4), 377-396</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.socnet.2005.08.002	0.2232	1.289	3	1	6	0.0575	2006	6	0.0575
1180	bruggeman (2003)	"<table><tr><td>Authors:</td><td>bruggeman, j; carnabuci, g; vermeulen, i</td></tr><tr><td>Title:</td><td>a note on structural holes theory and niche overlap</td></tr><tr><td>Source:</td><td>social networks, 25(1), 97-101</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00018-7	-1.0387	-0.0804	18	1	6	0.0299	2003	6	0.0299
1181	friedkin (2002a)	"<table><tr><td>Authors:</td><td>friedkin, ne; johnsen, ec</td></tr><tr><td>Title:</td><td>control loss and fayol's gangplanks</td></tr><tr><td>Source:</td><td>social networks, 24(4), 395-406</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00012-6	-0.194	-0.0873	25	1	6	0.0865	2002	6	0.0865
1182	feld (1997b)	"<table><tr><td>Authors:</td><td>feld, sl</td></tr><tr><td>Title:</td><td>network analysis using the method of path lists: testing the weak ties hypothesis</td></tr><tr><td>Source:</td><td>social networks, 19(2), 97-111</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1016/0378-8733(95)00283-9	1.4385	-0.4846	29	1	6	0.0577	1997	6	0.0577
1183	sparrow (1993)	"<table><tr><td>Authors:</td><td>sparrow, mk</td></tr><tr><td>Title:</td><td>a linear algorithm for computing automorphic equivalence classes - the numerical signatures approach</td></tr><tr><td>Source:</td><td>social networks, 15(2), 151-170</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1016/0378-8733(93)90003-4	-0.9062	-0.6687	1	15	6	0.1362	1993	6	0.1362
1184	boyd (1988)	"<table><tr><td>Authors:</td><td>boyd, jp; everett, mg</td></tr><tr><td>Title:</td><td>block structures of automorphism-groups of social-relations</td></tr><tr><td>Source:</td><td>social networks, 10(2), 137-155</td></tr><tr><td>Year:</td><td>1988</td></tr></table>"	https://doi.org/10.1016/0378-8733(88)90019-6	-1.2202	-0.6913	1	5	6	0.0712	1988	6	0.0712
1187	burt (1983)	"<table><tr><td>Authors:</td><td>burt, rs</td></tr><tr><td>Title:</td><td>firms, directors and time in the directorate tie market</td></tr><tr><td>Source:</td><td>social networks, 5(1), 13-49</td></tr><tr><td>Year:</td><td>1983</td></tr></table>"	https://doi.org/10.1016/0378-8733(83)90014-x	-1.0767	-0.0501	18	2	6	0.0412	1983	6	0.0412
1188	jones (1980)	"<table><tr><td>Authors:</td><td>jones, wl</td></tr><tr><td>Title:</td><td>couple network patterns of newcomers in an australian city</td></tr><tr><td>Source:</td><td>social networks, 2(4), 357-370</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	https://doi.org/10.1016/0378-8733(80)90003-9	1.4137	-0.014	2	1	6	0.1162	1980	6	0.1162
1189	cohen (1979)	"<table><tr><td>Authors:</td><td>cohen, j</td></tr><tr><td>Title:</td><td>socioeconomic-status and high-school friendship choice - elmtown youth revisited</td></tr><tr><td>Source:</td><td>social networks, 2(1), 65-74</td></tr><tr><td>Year:</td><td>1979</td></tr></table>"	https://doi.org/10.1016/0378-8733(79)90011-x	0.6107	0.4634	3	1	6	0.0091	1979	6	0.0091
1190	jedlicka (1979)	"<table><tr><td>Authors:</td><td>jedlicka, d</td></tr><tr><td>Title:</td><td>opportunities, information networks and international migration streams</td></tr><tr><td>Source:</td><td>social networks, 1(3), 277-284</td></tr><tr><td>Year:</td><td>1979</td></tr></table>"	https://doi.org/10.1016/0378-8733(78)90024-2	0.9762	0.2401	22	1	6	0.0091	1979	6	0.0091
1191	lomi (2024)	"<table><tr><td>Authors:</td><td>lomi, alessandro; bianchi, federica</td></tr><tr><td>Title:</td><td>a time to give and a time to receive: role switching and generalized exchange in a financial market</td></tr><tr><td>Source:</td><td>social networks, 77, 118-128</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.11.005	-0.3167	0.6234	10	6	5	3	2024	5	3
1192	mears (2024)	"<table><tr><td>Authors:</td><td>mears, ashley; godart, frederic</td></tr><tr><td>Title:</td><td>transitory ties: a network ecology perspective on job opportunities in fashion modeling</td></tr><tr><td>Source:</td><td>social networks, 77, 129-138</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.02.003	-0.884	-0.0707	7	1	5	3	2024	5	3
1193	doehne (2024a)	"<table><tr><td>Authors:</td><td>doehne, malte; mcfarland, daniel a.; moody, james</td></tr><tr><td>Title:</td><td>network ecology: tie fitness in social context(s)</td></tr><tr><td>Source:</td><td>social networks, 76, 174-190</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.socnet.2023.09.005	0.2973	0.499	22	20	5	3	2024	5	3
1194	teodoro (2023)	"<table><tr><td>Authors:</td><td>teodoro, jose daniel; prell, christina</td></tr><tr><td>Title:</td><td>learning to understand: disentangling the outcomes of stakeholder participation in climate change governance</td></tr><tr><td>Source:</td><td>social networks, 75, 29-38</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.02.006	0.0969	-0.0811	23	3	5	1.3546	2023	5	1.3546
1195	tolochko (2024)	"<table><tr><td>Authors:</td><td>tolochko, petro; boomgaarden, hajo g.</td></tr><tr><td>Title:</td><td>same but different a comparison of estimation approaches for exponential random graph models for multiple networks</td></tr><tr><td>Source:</td><td>social networks, 76, 1-11</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.socnet.2023.05.003	0.2544	0.7294	22	9	5	3	2024	5	3
1196	copeland (2023)	"<table><tr><td>Authors:</td><td>copeland, molly; kamis, christina; west, jessica s.</td></tr><tr><td>Title:</td><td>to make and keep friends: the role of health status in adolescent network tie formation and persistence</td></tr><tr><td>Source:</td><td>social networks, 74, 216-223</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2023.04.005	0.1664	0.8579	14	1	5	1.3546	2023	5	1.3546
1197	lee (2022)	"<table><tr><td>Authors:</td><td>lee, keunbok</td></tr><tr><td>Title:</td><td>multiple types of friends and life stage differences in friendship</td></tr><tr><td>Source:</td><td>social networks, 71, 32-48</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.06.001	0.9543	0.1297	2	16	5	0.756	2022	5	0.756
1198	mcfarland (2022)	"<table><tr><td>Authors:</td><td>mcfarland, daniel a.; wolff, tom</td></tr><tr><td>Title:</td><td>writing into relationships</td></tr><tr><td>Source:</td><td>social networks, 71, 96-114</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.06.006	0.4317	0.1447	22	6	5	0.756	2022	5	0.756
1199	robbins (2023)	"<table><tr><td>Authors:</td><td>robbins, blaine g.</td></tr><tr><td>Title:</td><td>measuring particularized trust: a name generator approach</td></tr><tr><td>Source:</td><td>social networks, 72, 121-138</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.09.007	0.7405	-0.2364	5	8	5	1.3546	2023	5	1.3546
1200	gloor (2022)	"<table><tr><td>Authors:</td><td>gloor, peter a.; zylka, matthaeus p.; colladon, andrea fronzetti; makai, marton</td></tr><tr><td>Title:</td><td>'entanglement' - a new dynamic metric to measure team flow</td></tr><tr><td>Source:</td><td>social networks, 70, 100-111</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.11.010	-0.3545	-0.0967	7	4	5	0.756	2022	5	0.756
1201	nieto (2022)	"<table><tr><td>Authors:</td><td>nieto, alberto; davies, toby; borrion, herve</td></tr><tr><td>Title:</td><td>""offending with the accomplices of my accomplices"": evidence and implications regarding triadic closure in co-offending networks</td></tr><tr><td>Source:</td><td>social networks, 70, 325-333</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.02.013	-0.5079	0.3211	8	4	5	0.756	2022	5	0.756
1202	vignery (2022)	"<table><tr><td>Authors:</td><td>vignery, kristel</td></tr><tr><td>Title:</td><td>from networked students centrality to student networks density: what really matters for student performance?</td></tr><tr><td>Source:</td><td>social networks, 70, 166-186</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.01.001	-0.4033	0.9707	14	5	5	0.756	2022	5	0.756
1203	stys (2022a)	"<table><tr><td>Authors:</td><td>stys, patrycja; muhindo, samuel; n'simire, sandrine; tchumisi, ishara; muzuri, papy; balume, bauma; koskinen, johan</td></tr><tr><td>Title:</td><td>trust, quality, and the network collection experience: a tale of two studies on the democratic republic of the congo</td></tr><tr><td>Source:</td><td>social networks, 68, 237-255</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.08.002	0.4956	0.1412	24	20	5	0.756	2022	5	0.756
1204	chu (2021)	"<table><tr><td>Authors:</td><td>chu, kar-hai; colditz, jason; sidani, jaime; zimmer, michael; primack, brian</td></tr><tr><td>Title:</td><td>re-evaluating standards of human subjects protection for sensitive health data in social media networks</td></tr><tr><td>Source:</td><td>social networks, 67, 41-46</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.10.010	0.5818	-0.3641	9	3	5	0.4678	2021	5	0.4678
1205	maya-jariego (2021b)	"<table><tr><td>Authors:</td><td>maya-jariego, isidro; alieva, deniza; holgado, daniel</td></tr><tr><td>Title:</td><td>confidentiality, power relations and evaluation of potential harm in the study of the personal and organizational networks of travel agents in moscow</td></tr><tr><td>Source:</td><td>social networks, 67, 55-64</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.10.009	0.4364	-0.3179	9	7	5	0.4678	2021	5	0.4678
1206	ertan (2022)	"<table><tr><td>Authors:</td><td>ertan, gunes; carkoglu, ali; aytac, s. erdem</td></tr><tr><td>Title:</td><td>cognitive political networks: a structural approach to measure political polarization in multiparty systems</td></tr><tr><td>Source:</td><td>social networks, 68, 118-126</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.05.004	0.2245	0.123	16	6	5	0.756	2022	5	0.756
1207	roberts (2021)	"<table><tr><td>Authors:</td><td>roberts, john m., jr.; yin, yi; dorshorst, emily; peeples, matthew a.; mills, barbara j.</td></tr><tr><td>Title:</td><td>assessing the performance of the bootstrap in simulated assemblage networks</td></tr><tr><td>Source:</td><td>social networks, 65, 98-109</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.11.005	-0.5361	-0.3767	6	6	5	0.4678	2021	5	0.4678
1208	voros (2021)	"<table><tr><td>Authors:</td><td>voros, andras; boda, zsofia; elmer, timon; hoffman, marion; mepham, kieran; raabe, isabel j.; stadtfeld, christoph</td></tr><tr><td>Title:</td><td>the swiss studentlife study: investigating the emergence of an undergraduate community through dynamic, multidimensional social network data</td></tr><tr><td>Source:</td><td>social networks, 65, 71-84</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.11.006	0.2831	0.166	16	6	5	0.4678	2021	5	0.4678
1210	corman (2021)	"<table><tr><td>Authors:</td><td>corman, steven r.; steiner, elena; proulx, jeffrey d.; dutta, arindam; yahja, alex; poole, m. scott; berisha, visar; bliss, daniel w. bliss</td></tr><tr><td>Title:</td><td>revisiting the accuracy problem in network analysis using a unique dataset</td></tr><tr><td>Source:</td><td>social networks, 66, 1-9</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.12.010	0.0031	-0.7427	11	11	5	0.4678	2021	5	0.4678
1211	lienert (2019)	"<table><tr><td>Authors:</td><td>lienert, jeffrey; koehly, laura; reed-tsochas, felix; marcum, christopher steven</td></tr><tr><td>Title:</td><td>an efficient counting method for the colored triad census</td></tr><tr><td>Source:</td><td>social networks, 58, 136-142</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.04.003	-0.2635	-0.0904	7	5	5	0.3375	2019	5	0.3375
1212	fitzhugh (2018)	"<table><tr><td>Authors:</td><td>fitzhugh, sean m.; butts, carter t.</td></tr><tr><td>Title:</td><td>patterns of co-membership: techniques for identifying subgraph composition</td></tr><tr><td>Source:</td><td>social networks, 55, 1-10</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.03.006	-0.4703	0.6998	20	5	5	0.2147	2018	5	0.2147
1213	sewell (2018)	"<table><tr><td>Authors:</td><td>sewell, daniel k.</td></tr><tr><td>Title:</td><td>heterogeneous susceptibilities in social influence models</td></tr><tr><td>Source:</td><td>social networks, 52, 135-144</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.06.004	-0.3623	-0.3001	14	4	5	0.2147	2018	5	0.2147
1214	casse (2013)	"<table><tr><td>Authors:</td><td>casse, juan i.; shelton, christian r.; hanneman, robert a.</td></tr><tr><td>Title:</td><td>a new criterion function for exploratory blockmodeling for structural and regular equivalence</td></tr><tr><td>Source:</td><td>social networks, 35(1), 31-50</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2012.12.001	-1.089	-0.3141	1	9	5	0.0965	2013	5	0.0965
1215	lindelauf (2012)	"<table><tr><td>Authors:</td><td>lindelauf, roy; borm, peter; hamers, herbert</td></tr><tr><td>Title:</td><td>one-mode projection analysis and design of covert affiliation networks</td></tr><tr><td>Source:</td><td>social networks, 34(4), 614-622</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2012.07.001	-0.6543	0.1682	8	6	5	0.0909	2012	5	0.0909
1216	montgomery (2007)	"<table><tr><td>Authors:</td><td>montgomery, james d.</td></tr><tr><td>Title:</td><td>the structure of norms and relations in patronage systems</td></tr><tr><td>Source:</td><td>social networks, 29(4), 565-584</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2007.04.003	-0.3683	0.0798	8	3	5	0.0443	2007	5	0.0443
1217	kang (2007b)	"<table><tr><td>Authors:</td><td>kang, soong moon</td></tr><tr><td>Title:</td><td>a note on measures of similarity based on centrality</td></tr><tr><td>Source:</td><td>social networks, 29(1), 137-142</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2006.04.004	-0.4079	-0.5424	6	4	5	0.0443	2007	5	0.0443
1218	carroll (2006)	"<table><tr><td>Authors:</td><td>carroll, charles</td></tr><tr><td>Title:</td><td>canonical correlation analysis: assessing links between multiplex networks</td></tr><tr><td>Source:</td><td>social networks, 28(4), 310-330</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.socnet.2005.07.004	-0.0945	0.3583	16	4	5	0.0479	2006	5	0.0479
1219	batchelder (2002)	"<table><tr><td>Authors:</td><td>batchelder, e</td></tr><tr><td>Title:</td><td>comparing three simultaneous measurements of a sociocognitive network</td></tr><tr><td>Source:</td><td>social networks, 24(3), 261-277</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00007-2	0.0607	-0.7555	11	1	5	0.0721	2002	5	0.0721
1220	braun (1997)	"<table><tr><td>Authors:</td><td>braun, n</td></tr><tr><td>Title:</td><td>a rational choice model of network status</td></tr><tr><td>Source:</td><td>social networks, 19(2), 129-142</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1016/s0378-8733(96)00294-8	-0.8959	0.6325	20	3	5	0.0481	1997	5	0.0481
1221	corman (1990)	"<table><tr><td>Authors:</td><td>corman, sr</td></tr><tr><td>Title:</td><td>computerized vs pencil and paper collection of network data</td></tr><tr><td>Source:</td><td>social networks, 12(4), 375-384</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/10.1016/0378-8733(90)90016-3	-0.4118	-0.9587	28	1	5	0.1319	1990	5	0.1319
1222	everett (1990a)	"<table><tr><td>Authors:</td><td>everett, mg; borgatti, s</td></tr><tr><td>Title:</td><td>a testing example for positional analysis techniques</td></tr><tr><td>Source:</td><td>social networks, 12(3), 253-260</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/10.1016/0378-8733(90)90008-w	-1.0024	-0.5955	1	9	5	0.1319	1990	5	0.1319
1223	leifer (1990)	"<table><tr><td>Authors:</td><td>leifer, em</td></tr><tr><td>Title:</td><td>enacting networks - the feasibility of fairness</td></tr><tr><td>Source:</td><td>social networks, 12(1), 1-25</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/10.1016/0378-8733(90)90020-a	-0.3025	-0.6799	23	1	5	0.1319	1990	5	0.1319
1224	doreian (1988b)	"<table><tr><td>Authors:</td><td>doreian, p</td></tr><tr><td>Title:</td><td>borgatti toppings on doreian splits - reflections on regular equivalence</td></tr><tr><td>Source:</td><td>social networks, 10(3), 273-285</td></tr><tr><td>Year:</td><td>1988</td></tr></table>"	https://doi.org/10.1016/0378-8733(88)90017-2	-0.8806	-0.6226	1	9	5	0.0593	1988	5	0.0593
1225	morgan (1987)	"<table><tr><td>Authors:</td><td>morgan, dl</td></tr><tr><td>Title:</td><td>rehabilitating a technique to measure perceived social networks</td></tr><tr><td>Source:</td><td>social networks, 9(2), 135-152</td></tr><tr><td>Year:</td><td>1987</td></tr></table>"	https://doi.org/10.1016/0378-8733(87)90010-4	-0.4076	-0.9393	28	3	5	0.0682	1987	5	0.0682
1226	klovdahl (1986)	"<table><tr><td>Authors:</td><td>klovdahl, as</td></tr><tr><td>Title:</td><td>view-net - a new tool for network analysis</td></tr><tr><td>Source:</td><td>social networks, 8(4), 313-342</td></tr><tr><td>Year:</td><td>1986</td></tr></table>"	https://doi.org/10.1016/0378-8733(86)90001-8	-0.3271	-0.471	21	1	5	0.0696	1986	5	0.0696
1227	bonacich (1983)	"<table><tr><td>Authors:</td><td>bonacich, p</td></tr><tr><td>Title:</td><td>representations for homomorphisms</td></tr><tr><td>Source:</td><td>social networks, 5(2), 173-192</td></tr><tr><td>Year:</td><td>1983</td></tr></table>"	https://doi.org/10.1016/0378-8733(83)90024-2	-1.0407	0.043	10	1	5	0.0344	1983	5	0.0344
1229	frank (2023)	"<table><tr><td>Authors:</td><td>frank, kenneth a.; chen, tingqiao; brown, ethan; larsen, angela; baule, william b. j.</td></tr><tr><td>Title:</td><td>a network intervention for natural resource management in the context of climate change</td></tr><tr><td>Source:</td><td>social networks, 75, 55-64</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.03.003	-0.0512	0.0553	17	5	4	1.0837	2023	4	1.0837
1230	henriksen (2023)	"<table><tr><td>Authors:</td><td>henriksen, lasse f.; gallemore, caleb; kamnde, kelvin; silvano, pilly; mwamfupe, asubisye; olwig, mette</td></tr><tr><td>Title:</td><td>networks and institutions in sustainable forest use: evidence from south-east tanzania</td></tr><tr><td>Source:</td><td>social networks, 75, 39-54</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.03.002	-0.4173	0.7248	15	1	4	1.0837	2023	4	1.0837
1231	liu (2024)	"<table><tr><td>Authors:</td><td>liu, shuyin; nolin, david a.; kitts, james a.</td></tr><tr><td>Title:</td><td>name order effects in measuring adolescent social networks using rosters</td></tr><tr><td>Source:</td><td>social networks, 76, 68-78</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.socnet.2023.07.002	0.3693	0.2385	4	11	4	2.4	2024	4	2.4
1232	huang (2024)	"<table><tr><td>Authors:</td><td>huang, peng; butts, carter t.</td></tr><tr><td>Title:</td><td>parameter estimation procedures for exponential-family random graph models on count-valued networks: a comparative simulation study</td></tr><tr><td>Source:</td><td>social networks, 76, 51-67</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.socnet.2023.07.001	0.1761	0.387	22	10	4	2.4	2024	4	2.4
1233	paik (2023)	"<table><tr><td>Authors:</td><td>paik, anthony; pachucki, mark c.; tu, hsin fei</td></tr><tr><td>Title:</td><td>?defriending? in a polarized age: political and racial homophily and tie dissolution</td></tr><tr><td>Source:</td><td>social networks, 74, 31-41</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2023.01.006	0.8726	-0.1513	2	18	4	1.0837	2023	4	1.0837
1234	duxbury (2023)	"<table><tr><td>Authors:</td><td>duxbury, scott w.; wertsching, jenna</td></tr><tr><td>Title:</td><td>scaling bias in pooled exponential random graph models</td></tr><tr><td>Source:</td><td>social networks, 74, 19-30</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2023.02.003	0.0948	0.5617	10	8	4	1.0837	2023	4	1.0837
1235	qu (2023)	"<table><tr><td>Authors:</td><td>qu, tianyao</td></tr><tr><td>Title:</td><td>chronic illness and social network bridging in later life*</td></tr><tr><td>Source:</td><td>social networks, 74, 1-12</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2023.01.007	0.887	0.0086	2	9	4	1.0837	2023	4	1.0837
1236	ezell (2022)	"<table><tr><td>Authors:</td><td>ezell, jerel m.; walters, suzan m.; olson, brooke; kaur, aashna; jenkins, wiley d.; schneider, john; pho, mai t.</td></tr><tr><td>Title:</td><td>""you're friends until everybody runs out of dope"": a framework for understanding tie meaning, purpose, and value in social networks</td></tr><tr><td>Source:</td><td>social networks, 71, 115-130</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.07.003	0.1976	-0.5343	9	2	4	0.6048	2022	4	0.6048
1237	carrascosa (2023)	"<table><tr><td>Authors:</td><td>carrascosa, joaquin</td></tr><tr><td>Title:</td><td>class inequalities in access to social capital in the metropolitan area of buenos aires</td></tr><tr><td>Source:</td><td>social networks, 72, 59-69</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.09.003	1.0443	0.3397	3	5	4	1.0837	2023	4	1.0837
1238	lukacs (2023)	"<table><tr><td>Authors:</td><td>lukacs, agnes j.; david, beata</td></tr><tr><td>Title:</td><td>connecting for success: egocentric network types among underrepresented minority students at college</td></tr><tr><td>Source:</td><td>social networks, 72, 35-43</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.09.002	1.1523	-0.1965	12	4	4	1.0837	2023	4	1.0837
